"Density","Energy","Mach","Momentum:0","Momentum:1","Momentum:2","Pressure","Pressure_Coefficient","Residual_Density","Residual_Energy","Residual_Momentum:0","Residual_Momentum:1","Residual_Momentum:2","Temperature","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.2346,4.5644,1.7759,2.2642,0.21123,0,0.98172,0.13372,1.0426e-11,1.8801e-11,-7.6222e-12,8.9237e-12,0,1.1033,1,0.162,0.162,0.2,0
1.2585,4.6435,1.7549,2.2871,0.23425,0,1.0106,0.14817,1.1122e-11,1.8379e-11,-1.031e-11,9.38e-12,0,1.1135,1,0.164,0.164,0.2,0
1.2823,4.7217,1.7349,2.3086,0.25747,0,1.0396,0.16264,9.131e-12,8.4462e-12,-1.4764e-11,9.995e-12,0,1.1234,1,0.166,0.166,0.2,0
1.3058,4.7979,1.7166,2.3276,0.28107,0,1.0686,0.17714,2.0287e-12,-1.9572e-11,-2.2576e-11,1.0912e-11,0,1.1325,1,0.168,0.168,0.2,0
1.3292,4.8741,1.6983,2.3466,0.30467,0,1.0976,0.19165,-5.0735e-12,-4.7591e-11,-3.0387e-11,1.1829e-11,0,1.1416,1,0.17,0.17,0.2,0
1.3527,4.9503,1.6799,2.3656,0.32828,0,1.1266,0.20615,-1.2176e-11,-7.5609e-11,-3.8199e-11,1.2746e-11,0,1.1507,1,0.172,0.172,0.2,0
1.3761,5.0265,1.6616,2.3845,0.35188,0,1.1556,0.22066,-1.9278e-11,-1.0363e-10,-4.601e-11,1.3663e-11,0,1.1598,1,0.174,0.174,0.2,0
1.3996,5.1027,1.6433,2.4035,0.37548,0,1.1846,0.23516,-2.638e-11,-1.3165e-10,-5.3821e-11,1.4579e-11,0,1.169,1,0.176,0.176,0.2,0
1.423,5.1789,1.625,2.4225,0.39908,0,1.2136,0.24967,-3.3483e-11,-1.5966e-10,-6.1633e-11,1.5496e-11,0,1.1781,1,0.178,0.178,0.2,0
1.4465,5.2551,1.6066,2.4415,0.42268,0,1.2426,0.26418,-4.0585e-11,-1.8768e-10,-6.9444e-11,1.6413e-11,0,1.1872,1,0.18,0.18,0.2,0
1.4699,5.3313,1.5883,2.4605,0.44628,0,1.2716,0.27868,-4.7687e-11,-2.157e-10,-7.7255e-11,1.733e-11,0,1.1963,1,0.182,0.182,0.2,0
1.4937,5.4089,1.5693,2.4805,0.46988,0,1.3009,0.29332,-5.2704e-11,-2.3512e-10,-8.3055e-11,1.7678e-11,0,1.2057,1,0.184,0.184,0.2,0
1.5176,5.4871,1.5501,2.501,0.49348,0,1.3303,0.308,-5.6922e-11,-2.5124e-10,-8.8084e-11,1.7807e-11,0,1.2153,1,0.186,0.186,0.2,0
1.5415,5.5652,1.5308,2.5214,0.51708,0,1.3597,0.32268,-6.1139e-11,-2.6736e-10,-9.3113e-11,1.7936e-11,0,1.2248,1,0.188,0.188,0.2,0
1.5654,5.6434,1.5116,2.5419,0.54068,0,1.389,0.33737,-6.5357e-11,-2.8348e-10,-9.8142e-11,1.8065e-11,0,1.2344,1,0.19,0.19,0.2,0
1.5893,5.7216,1.4924,2.5624,0.56428,0,1.4184,0.35205,-6.9574e-11,-2.996e-10,-1.0317e-10,1.8194e-11,0,1.244,1,0.192,0.192,0.2,0
1.6111,5.7924,1.4764,2.5793,0.58693,0,1.4454,0.36555,-8.5634e-11,-3.6706e-10,-1.3265e-10,2.0267e-11,0,1.2519,1,0.194,0.194,0.2,0
1.6326,5.8623,1.4609,2.5957,0.60947,0,1.4721,0.37891,-1.0306e-10,-4.4046e-10,-1.6496e-10,2.2564e-11,0,1.2597,1,0.196,0.196,0.2,0
1.6542,5.9323,1.4454,2.6122,0.63202,0,1.4988,0.39228,-1.205e-10,-5.1385e-10,-1.9728e-10,2.4861e-11,0,1.2675,1,0.198,0.198,0.2,0
1.6699,5.9837,1.4349,2.6237,0.64871,0,1.5185,0.40209,-1.3134e-10,-5.5826e-10,-2.1753e-10,2.416e-11,0,1.2728,1,0.2,0.2,0.2,0
1.6793,6.0146,1.4302,2.6296,0.65895,0,1.5302,0.40798,-1.3492e-10,-5.7065e-10,-2.2447e-10,2.0148e-11,0,1.2754,1,0.202,0.202,0.2,0
1.6887,6.0455,1.4254,2.6356,0.6692,0,1.542,0.41387,-1.3849e-10,-5.8304e-10,-2.3142e-10,1.6137e-11,0,1.2779,1,0.204,0.204,0.2,0
1.6981,6.0763,1.4207,2.6416,0.67944,0,1.5538,0.41976,-1.4207e-10,-5.9544e-10,-2.3836e-10,1.2125e-11,0,1.2805,1,0.206,0.206,0.2,0
1.7075,6.1072,1.4159,2.6475,0.68968,0,1.5656,0.42565,-1.4565e-10,-6.0783e-10,-2.453e-10,8.1132e-12,0,1.283,1,0.208,0.208,0.2,0
1.7169,6.1381,1.4112,2.6535,0.69992,0,1.5774,0.43154,-1.4922e-10,-6.2022e-10,-2.5225e-10,4.1015e-12,0,1.2855,1,0.21,0.21,0.2,0
1.7263,6.169,1.4064,2.6595,0.71016,0,1.5891,0.43743,-1.528e-10,-6.3262e-10,-2.5919e-10,8.9816e-14,0,1.2881,1,0.212,0.212,0.2,0
1.7357,6.1999,1.4017,2.6654,0.72041,0,1.6009,0.44332,-1.5638e-10,-6.4501e-10,-2.6613e-10,-3.9219e-12,0,1.2906,1,0.214,0.214,0.2,0
1.7451,6.2308,1.3969,2.6714,0.73065,0,1.6127,0.44921,-1.5995e-10,-6.5741e-10,-2.7308e-10,-7.9336e-12,0,1.2932,1,0.216,0.216,0.2,0
1.7545,6.2617,1.3922,2.6774,0.74089,0,1.6245,0.4551,-1.6353e-10,-6.698e-10,-2.8002e-10,-1.1945e-11,0,1.2957,1,0.218,0.218,0.2,0
1.7623,6.2873,1.3882,2.6821,0.74941,0,1.6343,0.46003,-1.6015e-10,-6.5191e-10,-2.7028e-10,-1.803e-11,0,1.2979,1,0.22,0.22,0.2,0
1.7665,6.3009,1.3858,2.6842,0.754,0,1.6398,0.46276,-1.4086e-10,-5.648e-10,-2.2242e-10,-2.8852e-11,0,1.2991,1,0.222,0.222,0.2,0
1.7707,6.3144,1.3835,2.6863,0.75858,0,1.6453,0.46548,-1.2157e-10,-4.7769e-10,-1.7455e-10,-3.9674e-11,0,1.3003,1,0.224,0.224,0.2,0
1.7749,6.328,1.3812,2.6884,0.76317,0,1.6507,0.46821,-1.0229e-10,-3.9058e-10,-1.2668e-10,-5.0496e-11,0,1.3015,1,0.226,0.226,0.2,0
1.7791,6.3415,1.3788,2.6905,0.76776,0,1.6562,0.47094,-8.3001e-11,-3.0347e-10,-7.8817e-11,-6.1318e-11,0,1.3028,1,0.228,0.228,0.2,0
1.7833,6.355,1.3765,2.6926,0.77234,0,1.6616,0.47367,-6.3714e-11,-2.1636e-10,-3.0951e-11,-7.214e-11,0,1.304,1,0.23,0.23,0.2,0
1.7875,6.3686,1.3741,2.6947,0.77693,0,1.6671,0.47639,-4.4427e-11,-1.2925e-10,1.6914e-11,-8.2963e-11,0,1.3052,1,0.232,0.232,0.2,0
1.7917,6.3821,1.3718,2.6968,0.78151,0,1.6725,0.47912,-2.5141e-11,-4.2145e-11,6.4781e-11,-9.3785e-11,0,1.3065,1,0.234,0.234,0.2,0
1.7959,6.3957,1.3695,2.6989,0.7861,0,1.678,0.48185,-5.8539e-12,4.4964e-11,1.1265e-10,-1.0461e-10,0,1.3077,1,0.236,0.236,0.2,0
1.8001,6.4092,1.3671,2.7009,0.79068,0,1.6834,0.48458,1.3433e-11,1.3207e-10,1.6051e-10,-1.1543e-10,0,1.3089,1,0.238,0.238,0.2,0
1.8044,6.4227,1.3648,2.703,0.79527,0,1.6889,0.4873,3.272e-11,2.1918e-10,2.0838e-10,-1.2625e-10,0,1.3102,1,0.24,0.24,0.2,0
1.8086,6.4363,1.3625,2.7051,0.79986,0,1.6944,0.49003,5.2006e-11,3.0629e-10,2.5624e-10,-1.3707e-10,0,1.3114,1,0.242,0.242,0.2,0
1.8128,6.4498,1.3601,2.7072,0.80444,0,1.6998,0.49276,7.1293e-11,3.934e-10,3.0411e-10,-1.479e-10,0,1.3126,1,0.244,0.244,0.2,0
1.8172,6.4641,1.3577,2.7095,0.80926,0,1.7055,0.49562,9.1267e-11,4.8309e-10,3.5257e-10,-1.5943e-10,0,1.3139,1,0.246,0.246,0.2,0
1.8208,6.4759,1.3557,2.7114,0.81309,0,1.7102,0.49797,9.3375e-11,4.9681e-10,3.6158e-10,-1.6216e-10,0,1.315,1,0.248,0.248,0.2,0
1.821,6.4767,1.3557,2.7115,0.81347,0,1.7105,0.4981,7.5237e-11,4.2388e-10,3.2605e-10,-1.5474e-10,0,1.315,1,0.25,0.25,0.2,0
1.8211,6.4771,1.3557,2.7116,0.81374,0,1.7106,0.49813,5.6875e-11,3.4986e-10,2.8976e-10,-1.473e-10,0,1.315,1,0.252,0.252,0.2,0
1.8211,6.4775,1.3557,2.7118,0.81401,0,1.7106,0.49817,3.8512e-11,2.7584e-10,2.5347e-10,-1.3986e-10,0,1.315,1,0.254,0.254,0.2,0
1.8212,6.4779,1.3558,2.7119,0.81428,0,1.7107,0.49821,2.015e-11,2.0182e-10,2.1718e-10,-1.3243e-10,0,1.3151,1,0.256,0.256,0.2,0
1.8213,6.4783,1.3558,2.712,0.81455,0,1.7108,0.49824,1.7878e-12,1.278e-10,1.8089e-10,-1.2499e-10,0,1.3151,1,0.258,0.258,0.2,0
1.8213,6.4787,1.3558,2.7121,0.81482,0,1.7108,0.49828,-1.6575e-11,5.3779e-11,1.446e-10,-1.1755e-10,0,1.3151,1,0.26,0.26,0.2,0
1.8214,6.4791,1.3559,2.7122,0.81509,0,1.7109,0.49832,-3.4937e-11,-2.0242e-11,1.0831e-10,-1.1012e-10,0,1.3151,1,0.262,0.262,0.2,0
1.8215,6.4794,1.3559,2.7123,0.81535,0,1.711,0.49835,-5.3299e-11,-9.4263e-11,7.2024e-11,-1.0268e-10,0,1.3151,1,0.264,0.264,0.2,0
1.8215,6.4798,1.3559,2.7124,0.81562,0,1.7111,0.49839,-7.1662e-11,-1.6828e-10,3.5734e-11,-9.5245e-11,0,1.3151,1,0.266,0.266,0.2,0
1.8216,6.4802,1.356,2.7126,0.81589,0,1.7111,0.49843,-9.0024e-11,-2.4231e-10,-5.5608e-13,-8.7808e-11,0,1.3151,1,0.268,0.268,0.2,0
1.8216,6.4806,1.356,2.7127,0.81616,0,1.7112,0.49847,-1.0839e-10,-3.1633e-10,-3.6846e-11,-8.0371e-11,0,1.3151,1,0.27,0.27,0.2,0
1.8217,6.481,1.3561,2.7128,0.81643,0,1.7113,0.4985,-1.2675e-10,-3.9035e-10,-7.3136e-11,-7.2935e-11,0,1.3151,1,0.272,0.272,0.2,0
1.8218,6.4814,1.3561,2.7129,0.8167,0,1.7114,0.49854,-1.4511e-10,-4.6437e-10,-1.0943e-10,-6.5498e-11,0,1.3152,1,0.274,0.274,0.2,0
1.8217,6.4813,1.3561,2.7128,0.81669,0,1.7113,0.49852,-1.4569e-10,-4.6533e-10,-1.0603e-10,-7.0923e-11,0,1.3152,1,0.276,0.276,0.2,0
1.8217,6.4811,1.3561,2.7128,0.81667,0,1.7113,0.4985,-1.4531e-10,-4.6231e-10,-1.0047e-10,-7.7049e-11,0,1.3151,1,0.278,0.278,0.2,0
